('Total Revenue', '281,724,000 ', '281,724,000 ', '245,122,000 ', '211,915,000 ', '198,270,000 ')
         902524 function calls (875473 primitive calls) in 10.480 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1215(path_return_ok)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1162(return_ok_domain)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        6    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       11    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
       21    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        9    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        5    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.000    0.000 filter.py:347(SoupStrainer)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
       99    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1228(deepvalues)
       10    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        7    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
       28    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       51    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
       26    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       24    0.000    0.000    0.000    0.000 util.py:19(to_str)
        9    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 connection.py:369(close)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        3    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
        4    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       26    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       25    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 parser.py:329(parse_html_declaration)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
        7    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
       25    0.000    0.000    0.000    0.000 queue.py:305(_qsize)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:341(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1735(clear_expired_cookies)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       70    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        5    0.000    0.000    0.000    0.000 inspect.py:2754(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1933(IPv6Address)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        4    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:3119(_get_typeddict_qualifiers)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(__init__)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
       57    0.000    0.000    0.000    0.000 element.py:2281(__eq__)
       43    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
       33    0.000    0.000    0.000    0.000 element.py:2894(__init__)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       21    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       43    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        6    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
       22    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1189(domain_return_ok)
        3    0.000    0.000    0.000    0.000 copy.py:248(_reconstruct)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
       43    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        1    0.000    0.000    0.000    0.000 connection.py:345(is_connected)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 __init__.py:1120(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:677(cache)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:440(_copy_cookie_jar)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
       34    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       26    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1298(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       13    0.000    0.000    0.000    0.000 client.py:1066(_output)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        2    0.000    0.000    0.000    0.000 response.py:475(_init_decoder)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 poolmanager.py:283(clear)
       42    0.000    0.000    0.000    0.000 __init__.py:613(__missing__)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
       37    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        5    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
       12    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
       12    0.000    0.000    0.000    0.000 queue.py:308(_put)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f5c94683e20}
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        6    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
       12    0.000    0.000    0.000    0.000 queue.py:311(_get)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        1    0.000    0.000    0.000    0.000 parse.py:338(geturl)
        6    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
       34    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        2    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        9    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:1498(debug)
       13    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       22    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        6    0.000    0.000    0.000    0.000 cookiejar.py:460(strip_quotes)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        1    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        7    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        6    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:3042(__init__)
        6    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
       26    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       28    0.000    0.000    0.000    0.000 enum.py:248(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        2    0.000    0.000    0.000    0.000 socket.py:782(close)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        7    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f5c944bcc20}
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
       15    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 response.py:281(get)
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        2    0.000    0.000    0.000    0.000 parse.py:175(port)
        3    0.000    0.000    0.000    0.000 __init__.py:1765(isEnabledFor)
        3    0.000    0.000    0.000    0.000 __init__.py:1683(addHandler)
       16    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
       18    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        2    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
       16    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 parser.py:108(HTMLParser)
        8    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 socket.py:517(family)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 mimetypes.py:426(_default_mime_types)
        1    0.000    0.000    0.000    0.000 response.py:524(_flush_decoder)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:3089(<genexpr>)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        3    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 parser.py:133(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        2    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       10    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        2    0.000    0.000    0.000    0.000 response.py:1121(closed)
        1    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        2    0.000    0.000    0.000    0.000 message.py:337(set_payload)
        2    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:235(_get_decoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        2    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
       12    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:390(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        5    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        2    0.000    0.000    0.000    0.000 response.py:277(put)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        5    0.000    0.000    0.000    0.000 element.py:85(__getattr__)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
